 ,Order Date,Ship Date,Customer ID,Customer Name,Customer Segment,Product ID,Product Name,Category,Region,State,City,Quantity,Unit Price,Discount (%),Sale Amount,Cost Price,Profit,Payment Mode,Delivery Status,Auto Reorder,Reorder Quantity,Supplier Name,Supplier Email,Stock Left
ORD1785,09-01-2025,10-01-2025,CUST643,Kevin Caldwell,Corporate,PROD3536,Office Chair,Furniture,North,Alabama,West Staceyland,3,2429,0,7287,5384.98,1902.02,Cash,Returned,No,0,Braun PLC,wsmith@example.net,44
ORD1786,05-09-2025,08-09-2025,CUST292,Jessica Woods,Corporate,PROD6422,Office Chair,Furniture,East,Georgia,Lake Gabrielletown,7,2476,10,15598.8,12653.97,2944.83,Net Banking,Delivered,No,0,Carpenter PLC,ddavies@example.net,14
ORD1787,04-12-2023,09-12-2023,CUST442,Ryan Hughes,Home Office,PROD6386,Monitor,Electronics,North,Vermont,Madelinehaven,1,4528,15,3848.8,2558.44,1290.36,Cash,Cancelled,No,0,Buchanan Ltd,williamsjennifer@example.net,39
ORD1788,06-08-2024,11-08-2024,CUST241,Thomas Crosby,Home Office,PROD5341,Monitor,Electronics,West,Maryland,Jessicaport,6,2729,10,14736.6,12926.24,1810.36,Net Banking,Cancelled,No,0,Mcbride-Howard,julie48@example.net,46
ORD1789,16-12-2023,20-12-2023,CUST484,Kimberly Wyatt,Corporate,PROD3313,Keyboard,Electronics,North,Maryland,New Gabriel,5,1320,20,5280,4253.76,1026.24,Debit Card,Returned,No,0,"Scott, Stewart and Rowland",kelly49@example.com,50
ORD1790,06-10-2025,11-10-2025,CUST415,Justin Wright,Corporate,PROD2553,Snacks,Grocery,East,Iowa,Lawrenceshire,2,3375,10,6075,3752.73,2322.27,Debit Card,Pending,No,0,"Harmon, Turner and Benson",theresa70@example.net,36
ORD1791,04-05-2024,05-05-2024,CUST348,Dustin Soto,Home Office,PROD3134,Cooking Oil,Grocery,North,Tennessee,Alexandriamouth,4,4509,20,14428.8,12678.26,1750.54,Credit Card,Delivered,Yes,26,Hall-Jones,josephallen@example.net,4
ORD1792,05-08-2025,11-08-2025,CUST109,Matthew Hopkins,Home Office,PROD6924,Study Table,Furniture,West,Kentucky,Meganberg,9,3268,20,23529.6,19730.03,3799.57,Cash,Pending,No,0,Rodriguez-Patton,vincent16@example.com,34
ORD1793,05-05-2024,09-05-2024,CUST593,Angela Riddle,Home Office,PROD4905,Study Table,Furniture,West,New York,North Joy,10,640,10,5760,5102.08,657.92,Debit Card,Returned,No,0,Gray Ltd,andrew83@example.net,35
ORD1794,30-04-2025,05-05-2025,CUST726,Lauren Barron,Home Office,PROD4653,Laptop,Electronics,South,Indiana,Michaelview,6,3245,5,18496.5,14964.63,3531.87,UPI,Pending,No,0,"Davis, Lang and Blair",ubrown@example.com,28
ORD1795,01-06-2025,02-06-2025,CUST142,Linda Brown,Corporate,PROD5012,Sofa,Furniture,East,Alaska,Lake Julie,1,2517,0,2517,1946.73,570.27,Credit Card,Pending,No,0,Salinas Ltd,brittney60@example.org,27
ORD1796,08-04-2025,15-04-2025,CUST797,Robert Johnson,Home Office,PROD2085,Bookshelf,Furniture,West,Illinois,Arnoldburgh,8,2568,5,19516.8,12900.56,6616.24,Cash,Returned,No,0,"Wright, Reed and Barber",nguyenvictoria@example.com,38
ORD1797,13-11-2023,18-11-2023,CUST684,Adrienne Long,Corporate,PROD6174,Sofa,Furniture,East,Georgia,East Amberton,10,3321,20,26568,22768.16,3799.84,UPI,Returned,No,0,Lopez-Green,matthew92@example.org,38
ORD1798,18-03-2025,22-03-2025,CUST272,Linda Conway,Home Office,PROD5451,Rice Bag,Grocery,South,Kansas,Alexisberg,7,3649,20,20434.4,13291.45,7142.95,Debit Card,Delivered,No,0,Butler and Sons,ymartinez@example.com,32
ORD1799,07-09-2025,14-09-2025,CUST120,Jay Brooks,Home Office,PROD1999,Stapler,Office Supplies,East,New Jersey,New Elizabeth,10,3995,15,33957.5,22170.57,11786.93,Net Banking,Cancelled,No,0,"Erickson, Fitzpatrick and Hampton",tracygraves@example.org,50
ORD1800,08-08-2025,11-08-2025,CUST549,Amber Yang,Consumer,PROD2011,Sofa,Furniture,North,Iowa,West Melissastad,6,920,5,5244,4640.24,603.76,UPI,Cancelled,No,0,Wiggins and Sons,tkoch@example.com,15
ORD1801,27-10-2025,31-10-2025,CUST825,Charles Rivera,Consumer,PROD3457,Calculator,Office Supplies,North,Ohio,Butlerburgh,3,2834,0,8502,6734.84,1767.16,UPI,Cancelled,No,0,"Mcdonald, Sutton and Small",hilltina@example.org,43
ORD1802,23-10-2025,25-10-2025,CUST686,Cesar Valdez,Corporate,PROD6010,Calculator,Office Supplies,South,Michigan,Lake Andresside,1,4550,10,4095,2928.67,1166.33,Net Banking,Delivered,No,0,Gilmore LLC,prattalexander@example.org,37
ORD1803,15-08-2024,19-08-2024,CUST840,Lauren Johnson,Home Office,PROD5352,Dining Table,Furniture,North,Kentucky,Royburgh,4,2528,0,10112,7349.26,2762.74,Cash,Returned,No,0,Savage-Kirby,davidmedina@example.net,27
ORD1804,24-07-2025,27-07-2025,CUST703,Sarah Rose,Home Office,PROD9107,File Folder,Office Supplies,North,Washington,Lake Ashley,5,4405,10,19822.5,15845.61,3976.89,Net Banking,Returned,No,0,"Andersen, Avila and Harper",parkerrussell@example.com,21
ORD1805,22-01-2025,25-01-2025,CUST574,Leslie Shaw,Corporate,PROD4168,Laptop,Electronics,East,Arizona,North Elizabeth,6,778,15,3967.8,2411.23,1556.57,Cash,Cancelled,No,0,Evans-Ray,simpsontammy@example.net,44
ORD1806,17-07-2024,23-07-2024,CUST740,Joseph Gonzalez,Corporate,PROD5743,Rice Bag,Grocery,North,Missouri,Lake Anthonymouth,3,1717,10,4635.9,2875.34,1760.56,UPI,Cancelled,No,0,Brown-Smith,ihull@example.com,31
ORD1807,09-05-2025,14-05-2025,CUST632,Justin Ellison,Consumer,PROD6525,Juice Pack,Grocery,East,Oklahoma,New Jessicafort,9,2477,0,22293,15763.29,6529.71,UPI,Cancelled,No,0,Sparks-Allen,tracylong@example.com,40
ORD1808,28-09-2024,30-09-2024,CUST774,Richard Fitzgerald,Corporate,PROD8411,Snacks,Grocery,South,Mississippi,Port Daniel,5,4982,0,24910,18779.5,6130.5,Debit Card,Pending,Yes,24,Brooks Group,jeffreygutierrez@example.org,5
ORD1809,31-12-2023,01-01-2024,CUST869,Jason Freeman,Consumer,PROD9914,Calculator,Office Supplies,West,Michigan,Lake Wendy,10,3928,15,33388,27591.21,5796.79,Cash,Delivered,No,0,"Bailey, Sanders and Harrison",parsonsjohn@example.com,42
ORD1810,23-07-2024,27-07-2024,CUST752,Mike Wells,Corporate,PROD2307,Mouse,Electronics,West,North Carolina,West Jenniferchester,2,1703,10,3065.4,2126.81,938.59,Credit Card,Cancelled,No,0,"Powell, Martin and Morrison",nathandunn@example.net,11
ORD1811,02-11-2023,05-11-2023,CUST876,Ashley Mccoy,Home Office,PROD7180,Headphones,Electronics,East,Tennessee,New Ronniemouth,7,1714,0,11998,10096.7,1901.3,Net Banking,Cancelled,No,0,Gordon and Sons,kevin47@example.net,44
ORD1812,14-04-2025,18-04-2025,CUST522,Christopher White,Home Office,PROD9638,Monitor,Electronics,North,South Carolina,Richardsonchester,4,3459,0,13836,8588.2,5247.8,Debit Card,Delivered,No,0,Hill-Mendoza,blee@example.org,29
ORD1813,11-04-2025,14-04-2025,CUST459,Cody Chandler,Home Office,PROD3632,Office Chair,Furniture,West,Virginia,Port Brenda,1,1435,10,1291.5,983.93,307.57,Credit Card,Returned,No,0,Porter Ltd,michael55@example.org,11
ORD1814,16-02-2025,18-02-2025,CUST125,Shelby Levine,Home Office,PROD8547,Headphones,Electronics,West,Idaho,East Tiffany,10,3633,0,36330,25477.96,10852.04,Credit Card,Cancelled,No,0,Smith PLC,lambertsamantha@example.net,22
ORD1815,23-07-2025,27-07-2025,CUST385,Lisa Elliott,Home Office,PROD5679,Dining Table,Furniture,South,New Hampshire,North Andrew,6,2584,10,13953.6,10047.27,3906.33,UPI,Returned,No,0,Castro-Gibson,caldwelljanice@example.net,44
ORD1816,21-05-2024,28-05-2024,CUST506,Amy Harrington,Corporate,PROD8104,Sugar,Grocery,East,South Carolina,Angelville,3,1859,20,4461.6,3404.77,1056.83,Cash,Returned,No,0,"Mccann, Ramirez and Rodriguez",gregory64@example.net,21
ORD1817,02-03-2024,08-03-2024,CUST826,Raymond Miller,Consumer,PROD6569,Sugar,Grocery,West,Maine,East Julia,3,3335,15,8504.25,6133.55,2370.7,Credit Card,Cancelled,No,0,"Weiss, Guerrero and Brown",calderonjimmy@example.org,12
ORD1818,16-12-2024,23-12-2024,CUST181,Roger Nixon,Home Office,PROD2408,Study Table,Furniture,East,Iowa,Kentshire,6,1996,5,11377.2,9624.13,1753.07,Net Banking,Delivered,No,0,Suarez-Allen,andreahenry@example.org,38
ORD1819,06-12-2023,12-12-2023,CUST640,William Walsh,Consumer,PROD3680,Stapler,Office Supplies,West,Florida,Veronicaside,2,4295,20,6872,5948.58,923.42,Net Banking,Delivered,No,0,Mclaughlin-Ford,jimenezandrew@example.org,37
ORD1820,20-10-2024,27-10-2024,CUST346,Jessica Boyd,Home Office,PROD8269,Monitor,Electronics,South,Oregon,East Josephmouth,8,1511,10,10879.2,9438.06,1441.14,Cash,Pending,No,0,Patterson PLC,kelleramber@example.com,28
ORD1821,25-01-2024,01-02-2024,CUST657,Jason Clark,Consumer,PROD2464,Mouse,Electronics,South,Florida,Lozanoberg,4,3812,20,12198.4,10433.26,1765.14,Net Banking,Pending,No,0,Romero-Campbell,stephaniesimpson@example.net,36
ORD1822,23-01-2025,25-01-2025,CUST184,Deanna Weeks,Corporate,PROD7007,Office Chair,Furniture,South,Arizona,Port Jose,9,1745,20,12564,8186.62,4377.38,Net Banking,Pending,No,0,Hill-Kennedy,howardmary@example.net,19
ORD1823,16-02-2025,20-02-2025,CUST319,Jacob Boyer,Home Office,PROD6949,Sugar,Grocery,West,Virginia,Phillipstad,6,3028,5,17259.6,14742.17,2517.43,Credit Card,Returned,No,0,"Villegas, Melton and Perry",jeffreywilliams@example.org,12
ORD1824,28-08-2024,03-09-2024,CUST556,Yolanda Li,Consumer,PROD3578,Calculator,Office Supplies,North,Wyoming,Colleenmouth,6,1317,0,7902,6368.32,1533.68,Credit Card,Delivered,No,0,Mcdowell-Martinez,hallchristian@example.com,17
ORD1825,16-10-2025,23-10-2025,CUST477,April Gates,Consumer,PROD8638,Mouse,Electronics,South,Delaware,Port Edwinside,7,1013,20,5672.8,4246.43,1426.37,Cash,Delivered,No,0,Trujillo Ltd,richard96@example.net,13
ORD1826,06-02-2025,13-02-2025,CUST756,Tara Wilcox,Corporate,PROD8245,Pen,Office Supplies,South,Indiana,Lake Justin,9,3552,5,30369.6,25478.35,4891.25,Credit Card,Returned,Yes,38,Dixon-Leblanc,zacharygarrison@example.net,3
ORD1827,15-02-2024,21-02-2024,CUST169,Richard Morales,Consumer,PROD1778,Calculator,Office Supplies,North,Alabama,South Brianna,6,3242,10,17506.8,15605.66,1901.14,UPI,Delivered,No,0,Kennedy Ltd,meganbarrera@example.com,12
ORD1828,14-06-2024,15-06-2024,CUST123,Mary Maldonado,Consumer,PROD6306,Sugar,Grocery,South,New Mexico,Moorefurt,10,4149,20,33192,20196.19,12995.81,Net Banking,Delivered,No,0,Barker Ltd,elizabeth50@example.net,50
ORD1829,16-01-2024,21-01-2024,CUST348,Beth Martinez,Consumer,PROD9929,Office Chair,Furniture,South,Maryland,New Jonathan,5,4509,5,21417.75,14445.13,6972.62,Debit Card,Pending,No,0,"Sanchez, Jacobson and Ray",shane13@example.com,26
ORD1830,29-12-2023,01-01-2024,CUST456,Diana Price,Corporate,PROD2533,Laptop,Electronics,South,Rhode Island,Justintown,4,3171,5,12049.8,10450.54,1599.26,UPI,Cancelled,No,0,Guzman Inc,swood@example.net,39
ORD1831,24-10-2025,26-10-2025,CUST462,Dan Bradley,Home Office,PROD4117,Keyboard,Electronics,East,Ohio,Lake Samanthaborough,10,3661,5,34779.5,27299.58,7479.92,Cash,Cancelled,No,0,"Frey, Howell and Wallace",brianna38@example.org,21
ORD1832,17-03-2024,24-03-2024,CUST487,Jasmine Wilson MD,Consumer,PROD3020,Study Table,Furniture,South,California,East Beth,5,1210,0,6050,4349.55,1700.45,Net Banking,Returned,No,0,Khan-Moss,kelleymelissa@example.org,48
ORD1833,09-07-2024,13-07-2024,CUST591,Thomas Whitehead,Home Office,PROD8908,Sugar,Grocery,North,Florida,Longhaven,8,2915,15,19822,17272.57,2549.43,Debit Card,Pending,No,0,"Taylor, Craig and Weber",dlloyd@example.org,27
ORD1834,05-10-2025,06-10-2025,CUST636,Jennifer Thomas,Corporate,PROD9492,Cooking Oil,Grocery,West,West Virginia,Bryanport,4,3524,15,11981.6,7730.23,4251.37,Net Banking,Pending,No,0,Allen PLC,travismartin@example.com,23
ORD1835,27-06-2025,30-06-2025,CUST439,Christian Adams,Corporate,PROD7996,Sugar,Grocery,East,New York,Wongfurt,1,2261,10,2034.9,1572.6,462.3,Debit Card,Pending,Yes,37,"Proctor, Carter and Collins",ojones@example.org,5
ORD1836,28-11-2024,29-11-2024,CUST960,Andrea Hernandez,Home Office,PROD3005,Dining Table,Furniture,North,Hawaii,Port Joanna,2,2747,15,4669.9,3919.09,750.81,Debit Card,Delivered,No,0,Abbott-Thomas,aherman@example.org,50
ORD1837,23-10-2025,28-10-2025,CUST252,Luis Conner,Corporate,PROD5664,Monitor,Electronics,East,Maine,Kristyton,7,4499,20,25194.4,19171.56,6022.84,UPI,Returned,No,0,"Shepherd, Lester and Edwards",vargasalexander@example.org,45
ORD1838,22-09-2025,29-09-2025,CUST833,Daniel Murphy,Corporate,PROD7707,Headphones,Electronics,West,Iowa,Roseport,1,619,5,588.05,523.69,64.36,Credit Card,Returned,No,0,Villegas PLC,walkerchristine@example.com,11
ORD1839,28-06-2024,29-06-2024,CUST446,Alexander Yoder,Consumer,PROD9436,Sugar,Grocery,East,Montana,East Alexanderville,3,367,5,1045.95,873.26,172.69,Net Banking,Returned,No,0,"Douglas, Anderson and Salinas",ogonzalez@example.com,28
ORD1840,10-01-2025,17-01-2025,CUST420,Kathryn Miller,Consumer,PROD8532,Juice Pack,Grocery,West,Washington,North Heathermouth,10,3191,5,30314.5,25626.19,4688.31,Credit Card,Cancelled,No,0,Jones Inc,christybishop@example.com,27
ORD1841,06-10-2024,10-10-2024,CUST230,Deborah Foster,Consumer,PROD4935,Snacks,Grocery,West,Minnesota,Aprilfort,1,2008,15,1706.8,1470.02,236.78,Cash,Pending,No,0,"Allen, Rivera and Smith",rebecca38@example.net,23
ORD1842,16-11-2023,19-11-2023,CUST297,Elizabeth Carter,Corporate,PROD2130,Office Chair,Furniture,West,Illinois,North Alyssachester,9,4803,15,36742.95,24874.03,11868.92,Credit Card,Cancelled,No,0,"Perez, Hernandez and Sullivan",jadams@example.net,18
ORD1843,20-09-2025,25-09-2025,CUST576,John Garcia,Consumer,PROD4813,Study Table,Furniture,East,Louisiana,Rodriguezstad,8,2537,10,18266.4,11106.11,7160.29,Debit Card,Cancelled,No,0,Wood-Garrison,saraperez@example.net,33
ORD1844,05-03-2024,09-03-2024,CUST661,Vincent Berry,Corporate,PROD1074,Juice Pack,Grocery,East,Vermont,Marcusport,9,4860,10,39366,28737.79,10628.21,Debit Card,Cancelled,Yes,47,"Blevins, Pena and Peterson",amy94@example.com,7
ORD1845,10-05-2024,17-05-2024,CUST446,Charles Scott,Corporate,PROD9434,Calculator,Office Supplies,North,North Dakota,South Carrieburgh,2,1844,20,2950.4,2204.83,745.57,Cash,Pending,No,0,"Smith, Skinner and Diaz",michelesuarez@example.com,22
ORD1846,26-10-2024,30-10-2024,CUST418,John Mcgee,Consumer,PROD6039,Juice Pack,Grocery,East,Connecticut,Travischester,1,2677,20,2141.6,1382.38,759.22,Net Banking,Returned,No,0,"Meyer, Hudson and Haynes",william48@example.com,12
ORD1847,18-10-2024,21-10-2024,CUST875,Robert Mccarthy,Consumer,PROD1045,Mouse,Electronics,South,Colorado,Adambury,5,3851,15,16366.75,11804.21,4562.54,Debit Card,Returned,No,0,"Tate, Lewis and Lynch",sanchezmary@example.com,31
ORD1848,26-05-2025,28-05-2025,CUST570,Denise Robinson,Corporate,PROD6731,Study Table,Furniture,North,New Mexico,East Christina,9,3306,20,23803.2,18603.64,5199.56,UPI,Delivered,No,0,Brown-Moore,nicholasleon@example.com,35
ORD1849,19-04-2025,20-04-2025,CUST665,Kelly Black,Home Office,PROD9267,Pen,Office Supplies,West,Arkansas,New Daniellemouth,10,4242,15,36057,27069.49,8987.51,UPI,Delivered,No,0,"Odom, Gutierrez and Small",mcguireangela@example.net,48
ORD1850,01-04-2025,03-04-2025,CUST130,Joshua Evans,Consumer,PROD2761,Monitor,Electronics,East,Oklahoma,New Nicolehaven,2,4852,10,8733.6,7703.56,1030.04,UPI,Pending,No,0,Alexander LLC,bnguyen@example.org,37
ORD1851,02-08-2024,09-08-2024,CUST218,Kim Heath,Corporate,PROD3330,Keyboard,Electronics,West,Wyoming,North Brandon,6,668,15,3406.8,2837.92,568.88,Cash,Cancelled,Yes,38,Ford Ltd,nicole56@example.org,1
ORD1852,02-11-2023,04-11-2023,CUST603,James Guzman,Consumer,PROD4621,Headphones,Electronics,North,Delaware,Stevenfurt,10,4979,5,47300.5,42500.4,4800.1,UPI,Delivered,Yes,26,Patterson and Sons,grantedgar@example.org,4
ORD1853,17-04-2024,19-04-2024,CUST445,Ryan Zhang,Corporate,PROD4219,File Folder,Office Supplies,East,Kansas,Lake Valerieport,3,4633,10,12509.1,7596.15,4912.95,Debit Card,Pending,No,0,Holder-Morales,samuelanderson@example.com,14
ORD1854,02-02-2025,08-02-2025,CUST320,Courtney Norris,Corporate,PROD3340,Snacks,Grocery,North,Arkansas,Diamondtown,1,1347,20,1077.6,923.1,154.5,Cash,Returned,No,0,Robinson Group,shellyanderson@example.org,40
ORD1855,11-01-2024,15-01-2024,CUST494,Scott Fox,Corporate,PROD8893,Monitor,Electronics,East,South Carolina,Brenthaven,7,4179,15,24865.05,21069.68,3795.37,Cash,Delivered,No,0,Dodson-Rodriguez,davidevans@example.org,49
ORD1856,11-07-2024,17-07-2024,CUST921,Robert Gardner,Consumer,PROD4957,Study Table,Furniture,North,Utah,West Anna,2,3500,15,5950,5307.37,642.63,UPI,Cancelled,No,0,Mcgee Group,qibarra@example.org,41
ORD1857,31-05-2025,05-06-2025,CUST335,Stephanie Anderson,Corporate,PROD6840,Pen,Office Supplies,West,Virginia,New Ginafurt,10,3116,20,24928,18169.26,6758.74,Debit Card,Cancelled,No,0,Kemp and Sons,adamsmarvin@example.com,26
ORD1858,14-08-2025,15-08-2025,CUST601,Timothy Webb,Consumer,PROD3837,Dining Table,Furniture,East,Pennsylvania,Margaretshire,5,1020,10,4590,3420.09,1169.91,UPI,Delivered,No,0,Cunningham-Russell,melissayang@example.com,37
ORD1859,13-09-2024,20-09-2024,CUST986,Jerry Hernandez,Corporate,PROD5648,Snacks,Grocery,North,California,Lake Jonathan,3,3144,5,8960.4,6174.08,2786.32,Credit Card,Delivered,No,0,Rodriguez-Compton,vanessa93@example.org,13
ORD1860,11-10-2025,16-10-2025,CUST795,Shane Brown,Consumer,PROD8755,Pen,Office Supplies,West,Tennessee,Jessicaland,6,4381,0,26286,17775.36,8510.64,UPI,Pending,No,0,Richardson Ltd,ppena@example.org,19
ORD1861,26-06-2024,01-07-2024,CUST990,Shawn Ferguson,Corporate,PROD4969,Bookshelf,Furniture,East,Ohio,Williamsshire,3,4306,5,12272.1,8864.78,3407.32,UPI,Pending,Yes,31,Diaz-Mcguire,nicholas11@example.com,4
ORD1862,14-03-2025,16-03-2025,CUST161,Rodney Evans,Consumer,PROD8438,Calculator,Office Supplies,North,Delaware,South Carlamouth,5,4045,0,20225,14496.75,5728.25,Net Banking,Cancelled,No,0,"Smith, Lopez and Wall",morrisamber@example.org,34
ORD1863,17-06-2024,21-06-2024,CUST274,Tina Cain,Consumer,PROD4657,Monitor,Electronics,North,Nebraska,Lake Charlesborough,4,4018,10,14464.8,11532.91,2931.89,UPI,Pending,No,0,Strong-Williams,andrea92@example.net,29
ORD1864,23-10-2025,30-10-2025,CUST536,Haley Schneider,Consumer,PROD5889,Notebook,Office Supplies,North,Connecticut,West Joseph,10,2501,5,23759.5,14268.36,9491.14,UPI,Delivered,No,0,"Dunn, Jacobson and Parker",harrisjesus@example.org,47
ORD1865,19-08-2024,20-08-2024,CUST723,Mark Jones,Home Office,PROD9490,Juice Pack,Grocery,West,Washington,Smithton,1,4642,10,4177.8,2537.94,1639.86,Credit Card,Cancelled,No,0,Miller-Alvarado,jwarren@example.org,46
ORD1866,06-05-2025,11-05-2025,CUST758,Christopher Diaz,Consumer,PROD4337,File Folder,Office Supplies,South,Virginia,Piercehaven,9,2306,15,17640.9,12514.92,5125.98,Net Banking,Returned,No,0,Young-Macdonald,ambermann@example.org,32
ORD1867,19-12-2024,25-12-2024,CUST629,Pamela Whitaker,Corporate,PROD4335,Stapler,Office Supplies,East,Idaho,Clarkton,2,2297,20,3675.2,2984.66,690.54,UPI,Pending,No,0,"Morgan, Barnes and Wilson",hurleysteven@example.org,10
ORD1868,03-07-2024,06-07-2024,CUST208,Nicholas Lane,Home Office,PROD1448,Dining Table,Furniture,North,Minnesota,Browntown,8,2016,20,12902.4,10705.83,2196.57,Debit Card,Pending,No,0,"Kaiser, White and Duncan",randyjohnson@example.org,32
ORD1869,11-05-2024,12-05-2024,CUST181,Michael Sanchez,Consumer,PROD4620,Juice Pack,Grocery,North,Louisiana,North Jessica,7,885,15,5265.75,3194.64,2071.11,UPI,Returned,No,0,Buchanan PLC,amanda77@example.org,13
ORD1870,06-05-2024,07-05-2024,CUST860,Sarah Hodge,Home Office,PROD4984,Study Table,Furniture,South,Missouri,East Matthewville,6,2258,0,13548,11123.94,2424.06,Debit Card,Returned,No,0,Curry-Burnett,samantha64@example.org,30
ORD1871,02-01-2025,07-01-2025,CUST442,Diana Richards,Corporate,PROD8791,Bookshelf,Furniture,West,Rhode Island,Port Williammouth,5,3594,5,17071.5,11670.26,5401.24,Net Banking,Returned,No,0,"Morse, Carlson and Kelley",mark87@example.net,14
ORD1872,08-04-2025,14-04-2025,CUST169,Adrienne Ellison,Corporate,PROD5569,Bookshelf,Furniture,West,Idaho,Port Brendafurt,6,2521,10,13613.4,10074.51,3538.89,UPI,Cancelled,No,0,Hughes-Swanson,amartinez@example.com,39
ORD1873,09-11-2023,14-11-2023,CUST549,Justin Mitchell,Corporate,PROD3457,Dining Table,Furniture,West,New Hampshire,Alexhaven,3,1865,15,4755.75,3108.57,1647.18,UPI,Delivered,No,0,Garcia Group,mullinsgina@example.org,25
ORD1874,15-10-2025,22-10-2025,CUST304,Donald Blevins,Home Office,PROD4035,Bookshelf,Furniture,South,Louisiana,Smithhaven,3,3881,20,9314.4,5880.62,3433.78,UPI,Pending,Yes,39,Turner-Deleon,amandaalexander@example.com,5
ORD1875,11-04-2025,12-04-2025,CUST368,Desiree Vance,Home Office,PROD1357,Headphones,Electronics,West,Maryland,Webershire,4,4360,0,17440,12546.94,4893.06,Debit Card,Returned,No,0,Rivera Ltd,lopezmelinda@example.net,39
ORD1876,13-03-2024,17-03-2024,CUST386,Derek Hogan,Corporate,PROD3789,Monitor,Electronics,South,Maine,Huntermouth,6,1514,15,7721.4,5942.35,1779.05,Debit Card,Delivered,No,0,Washington Inc,stephenjensen@example.com,45
ORD1877,28-02-2025,07-03-2025,CUST927,Anthony Moore,Home Office,PROD2842,File Folder,Office Supplies,South,Iowa,West Jennifer,6,978,15,4987.8,3809.85,1177.95,Credit Card,Returned,Yes,20,"Hernandez, Vaughn and Kelly",amandaarmstrong@example.net,6
ORD1878,26-07-2025,30-07-2025,CUST396,Lindsay Carrillo,Corporate,PROD5659,Snacks,Grocery,East,West Virginia,New Deniseshire,5,3736,15,15878,12871.98,3006.02,UPI,Returned,No,0,Ortega and Sons,michellefritz@example.net,33
ORD1879,02-04-2025,04-04-2025,CUST635,Leslie Reese,Corporate,PROD8381,Juice Pack,Grocery,East,Minnesota,North Donnahaven,10,3561,10,32049,19798.16,12250.84,Net Banking,Returned,No,0,"Fields, Jones and Alexander",vangthomas@example.org,11
ORD1880,03-07-2025,04-07-2025,CUST413,Steven Frye,Home Office,PROD8096,Monitor,Electronics,West,Georgia,East Joseph,1,3259,15,2770.15,1806.23,963.92,Cash,Returned,No,0,Torres Inc,nnelson@example.org,23
ORD1881,18-07-2024,19-07-2024,CUST853,Michael Morrow,Corporate,PROD9180,Notebook,Office Supplies,North,Indiana,Port Kurthaven,10,4374,5,41553,28696.85,12856.15,Cash,Returned,No,0,"Rodriguez, Contreras and Cook",martinezregina@example.net,29
ORD1882,19-10-2025,26-10-2025,CUST828,Joseph Allison,Home Office,PROD2268,Mouse,Electronics,East,South Carolina,Brownmouth,3,330,10,891,627.35,263.65,Credit Card,Delivered,No,0,Lewis and Sons,eric15@example.org,23
ORD1883,13-06-2024,14-06-2024,CUST944,Paul Mullins,Home Office,PROD9786,Notebook,Office Supplies,West,Rhode Island,Christensenborough,4,1122,5,4263.6,2871.96,1391.64,Credit Card,Returned,No,0,Barton LLC,randallgarcia@example.net,20
ORD1884,01-08-2025,08-08-2025,CUST791,Kristina Nielsen,Home Office,PROD4534,File Folder,Office Supplies,South,Connecticut,Port Davidville,8,1882,15,12797.6,8730.88,4066.72,UPI,Returned,No,0,Benson-Powell,michael10@example.org,36
ORD1885,29-05-2025,30-05-2025,CUST708,Jerry Ramos,Home Office,PROD5019,Notebook,Office Supplies,North,Alabama,Christianfurt,9,884,15,6762.6,5378.28,1384.32,Debit Card,Returned,No,0,Christian and Sons,breanna13@example.org,26
ORD1886,02-04-2025,04-04-2025,CUST737,Elizabeth Rodriguez,Corporate,PROD1828,Mouse,Electronics,West,Montana,East Benjamin,9,2416,5,20656.8,12835.35,7821.45,UPI,Delivered,Yes,49,Miller-Patterson,eric66@example.com,6
ORD1887,04-11-2023,05-11-2023,CUST661,Lance Taylor,Consumer,PROD2314,Notebook,Office Supplies,East,Oklahoma,Michaelville,4,241,5,915.8,724.08,191.72,Debit Card,Delivered,Yes,23,"Sanchez, Estrada and Perry",mahoneyjack@example.com,2
ORD1888,13-10-2024,19-10-2024,CUST458,Anthony Lewis,Corporate,PROD2233,Juice Pack,Grocery,North,Kentucky,Fletcherside,2,4452,5,8458.8,7059.84,1398.96,Credit Card,Returned,No,0,Fisher-Moore,whayes@example.org,22
ORD1889,06-02-2025,07-02-2025,CUST678,Nicholas Hernandez,Corporate,PROD2404,Keyboard,Electronics,East,West Virginia,South Sheila,7,2459,15,14631.05,12363.06,2267.99,Net Banking,Delivered,No,0,Guerra-Ramirez,catherinerodriguez@example.com,28
ORD1890,22-08-2025,24-08-2025,CUST832,Bryan Gonzalez,Consumer,PROD8504,Snacks,Grocery,East,Virginia,West Ashleyborough,10,3937,10,35433,25741.29,9691.71,Net Banking,Returned,No,0,"Watson, Lee and Taylor",kimberlynunez@example.com,14
ORD1891,20-08-2024,24-08-2024,CUST354,Allison Ramirez,Consumer,PROD1723,Laptop,Electronics,South,California,South Williamside,1,4196,15,3566.6,3049.62,516.98,Debit Card,Cancelled,Yes,37,"Vargas, Santos and Gutierrez",jayrodriguez@example.org,6
ORD1892,06-12-2023,13-12-2023,CUST728,Robert Cruz,Consumer,PROD7582,File Folder,Office Supplies,East,South Dakota,Victoriaborough,3,3928,5,11194.8,9003.72,2191.08,UPI,Delivered,Yes,39,Taylor-Scott,sanchezjacqueline@example.net,4
